2025-02-11T16:40:23.071217,5BPR0070-00001,5BPR0070,S3UQ12JA33K.EB2GAM1,21S3U502XC3V6669339020
2025-02-11T16:40:39.944457,5BPR0070-00002,5BPR0070,S3UQ12JA33K.EB2GAM1,21S3U502FM3V6679339020
2025-02-11T16:41:26.295275,5BPR0070-00010,5BPR0070,S3UQ12JA33K.EB2GAM1,21S3U502CQ3V6759339020
2025-02-11T16:45:50.962516,5BPR0070-00008,5BPR0070,S3UQ12JA33K.EB2GAM1,21S3U502HY3V6739339020
2025-02-11T16:47:06.826344,5BPR0070-00004,5BPR0070,S3UQ12JA33K.EB2GAM1,21S3U502BZ3V6699339020
2025-02-11T16:52:15.517299,5BPR0070-00009,5BPR0070,S3UQ12JA33K.EB2GAM1,21S3U502YE3V6749339020
2025-02-12T13:49:47.202746,5BPR0559-00010,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502JT0S8289216800
2025-02-13T08:15:04.594458,5BPR0559-00011,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502BZ0S8299216800
2025-02-13T08:46:36.946791,5BPR0559-00022,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502LW0S8409216800
2025-02-13T09:00:16.897658,5BPR0559-00025,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502MG0S8439216800
2025-02-13T09:14:57.039646,5BPR0559-00026,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502ER0S8449216800
2025-02-13T09:16:03.170593,5BPR0559-00027,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502KA0S8459216800
2025-02-13T09:18:10.251449,5BPR0559-00028,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502UJ0S8469216800
2025-02-13T09:31:11.521644,5BPR0559-00032,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502XC0S8509216800
2025-02-13T10:53:14.091409,5BPR0559-00033,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502FM0S8519216800
2025-02-13T11:05:35.068206,5BPR0559-00044,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502SP0S8629216800
2025-02-13T11:20:13.903819,5BPR0559-00045,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502GF0S8639216800
2025-02-13T11:48:02.758870,5BPR0559-00055,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502WS0S8739216800
2025-02-13T11:50:31.404620,5BPR0559-00056,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502XC0S8749216800
2025-02-13T11:56:01.146899,5BPR0559-00023,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502TH0S8419216800
2025-02-13T13:47:32.452599,5BPR0590-00066,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502HY2P5459216780
2025-02-13T13:48:24.767144,5BPR0590-00067,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502YE2P5469216780
2025-02-13T13:50:36.356486,5BPR0590-00078,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502KA2P5579216780
2025-02-13T13:51:33.112045,5BPR0590-00079,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502UJ2P5589216780
2025-02-13T13:54:31.996325,5BPR0590-00080,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502NK2P5599216780
2025-02-13T13:58:55.905759,5BPR0590-00039,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502RD2P5189216780
2025-02-13T14:02:46.914061,5BPR0590-00099,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502DB2P5789216780
2025-02-13T14:05:57.372054,5BPR0590-00100,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502MG2P5799216780
2025-02-13T14:09:15.445504,5BPR0590-00102,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502KA2P5819216780
2025-02-13T14:26:36.525558,5BPR0590-00105,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502AL2P5849216780
2025-02-13T14:49:51.109497,5BPR0590-00200,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502NK2P6799216780
2025-02-13T14:51:35.416384,5BPR0590-00201,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502AL2P6809216780
2025-02-13T15:02:17.926767,5BPR0590-00331,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502YE2P8109216780
2025-02-13T15:02:33.117446,5BPR0590-00332,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502CQ2P8119216780
2025-02-13T15:09:44.994981,5BPR0590-00401,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502PU2P8809216780
2025-02-13T15:10:05.751423,5BPR0590-00402,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502HY2P8819216780
2025-02-13T15:10:49.008584,5BPR0590-00404,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502CQ2P8839216780
2025-02-13T15:11:11.284149,5BPR0590-00405,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502QV2P8849216780
2025-02-13T15:15:12.453689,5BPR0590-00410,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502TH2P8899216780
2025-02-13T15:15:34.730204,5BPR0590-00411,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502DB2P8909216780
2025-02-13T15:19:01.024322,5BPR0590-00344,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502NK2P8239216780
2025-02-13T15:19:10.748938,5BPR0590-00345,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502AL2P8249216780
2025-02-13T15:19:23.963166,5BPR0590-00346,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502WS2P8259216780
2025-02-13T15:22:55.853209,5BPR0590-00222,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502KA2P7019216780
2025-02-13T15:23:08.607143,5BPR0590-00223,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502UJ2P7029216780
2025-02-13T15:23:23.303127,5BPR0590-00224,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502NK2P7039216780
2025-02-13T15:23:40.287332,5BPR0590-00225,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502AL2P7049216780
2025-02-13T15:25:07.159593,5BPR0590-00226,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502WS2P7059216780
2025-02-13T17:08:29.307179,5BPR0057-00001,,,21Z5U502ZX5D6053144940
2025-02-13T17:11:09.423291,5BPR0057-00002,,,21Z5U502SP5D6063144940
2025-02-13T17:12:03.428468,5BPR0057-00003,,,21Z5U502GF5D6073144940
2025-02-13T17:23:42.619296,5BPR0559-00002,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502ER0S8209216800
2025-02-13T17:23:54.372794,5BPR0559-00001,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502MG0S8199216800
2025-02-13T17:25:25.471823,5BPR0559-00003,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502KA0S8219216800
2025-02-13T17:26:46.398969,5BPR0559-00004,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502UJ0S8229216800
2025-02-13T18:13:41.503516,5BPR0590-00295,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502UJ2P7749216780
2025-02-13T18:14:40.736873,5BPR0590-00296,5BPR0590,S3UQ09AA31A.EB2GAM1,21S3U502NK2P7759216780
2025-02-14T11:21:16.411908,5BPR0559-00392,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502DB0T2109216800
2025-02-14T11:21:34.019434,5BPR0559-00393,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502MG0T2119216800
2025-02-14T11:26:00.659949,5BPR0559-00399,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502WS0T2179216800
2025-02-14T11:26:35.899607,5BPR0559-00400,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502XC0T2189216800
2025-02-14T11:28:09.819188,5BPR0559-00402,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502JT0T2209216800
2025-02-14T11:52:23.572738,5BPR0559-00421,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502NK0T2399216800
2025-02-14T11:53:04.654899,5BPR0559-00422,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502AL0T2409216800
2025-02-14T11:53:15.661140,5BPR0559-00423,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502WS0T2419216800
2025-02-14T11:53:29.249758,5BPR0559-00424,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502XC0T2429216800
2025-02-14T11:54:50.864324,5BPR0559-00425,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502FM0T2439216800
2025-02-14T12:02:04.898061,5BPR0559-00427,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502BZ0T2459216800
2025-02-14T12:09:44.811565,5BPR0559-00428,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502RD0T2469216800
2025-02-14T12:13:00.376247,5BPR0599-000451,,,21S3U502FM5H8919254100
2025-02-14T12:13:10.248986,5BPR0599-000452,,,21S3U502JT5H8929254100
2025-02-14T12:13:21.949077,5BPR0599-000453,,,21S3U502BZ5H8939254100
2025-02-14T12:14:08.078206,5BPR0559-00311,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502HY0T1299216800
2025-02-14T12:16:02.118919,5BPR0559-00313,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502CQ0T1319216800
2025-02-14T12:18:59.228800,5BPR0559-00215,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502HY0T0339216800
2025-02-14T12:19:34.543083,5BPR0559-00216,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502YE0T0349216800
2025-02-14T12:21:30.693707,5BPR0559-00217,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502CQ0T0359216800
2025-02-14T13:25:41.031010,5BPR0559-00291,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502ZX0T1099216800
2025-02-14T13:25:54.587563,5BPR0559-00292,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502SP0T1109216800
2025-02-14T13:26:31.029332,5BPR0559-00293,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502GF0T1119216800
2025-02-14T13:29:56.936516,5BPR0559-00294,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502LW0T1129216800
2025-02-14T13:30:12.164080,5BPR0559-00295,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502TH0T1139216800
2025-02-14T13:34:45.778937,5BPR0559-00214,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502PU0T0329216800
2025-02-14T13:38:09.272870,5BPR0559-00145,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502MG0S9639216800
2025-02-14T13:38:25.509400,5BPR0559-00146,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502ER0S9649216800
2025-02-14T13:39:07.622292,5BPR0559-00147,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502KA0S9659216800
2025-02-14T13:40:48.972264,5BPR0559-00148,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502UJ0S9669216800
2025-02-14T13:40:58.660066,5BPR0559-00149,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502NK0S9679216800
2025-02-14T13:43:36.028507,5BPR0559-00150,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502AL0S9689216800
2025-02-14T13:47:47.718101,5BPR0734-00001,5BPR0734,S3UQ12JAQAL.EB2GAM1,21S3U502MG6G0279216840
2025-02-14T13:48:49.014087,5BPR0734-00002,5BPR0734,S3UQ12JAQAL.EB2GAM1,21S3U502ER6G0289216840
2025-02-14T13:49:04.168703,5BPR0734-00003,5BPR0734,S3UQ12JAQAL.EB2GAM1,21S3U502KA6G0299216840
2025-02-14T13:55:37.737875,5BPR0559-00001,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502MG0S8199216800
2025-02-14T13:55:49.768477,5BPR0559-00002,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502ER0S8209216800
2025-02-14T13:56:27.191255,5BPR0559-00003,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502KA0S8219216800
2025-02-14T14:46:23.330563,5BPR0559-000001,,,21S3U502MG0S8199216800
2025-02-14T14:50:24.214701,5BPR0559-00006,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502AL0S8249216800
2025-02-14T14:50:43.409898,5BPR0559-00008,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502XC0S8269216800
2025-02-14T14:51:12.898501,5BPR0559-00009,5BPR0559,S3UQ12JA31K.EB2GAM1,21S3U502FM0S8279216800
